# KBS Insect Collection
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/69
# The newest version of the data https://lter.kbs.msu.edu/datatables/69.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/28.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Order		taxonomic order of the organism
# Family		taxonomic family of the organism
# Genus		taxonomic genus of the organism
# SpecificEpithet		taxonomic specific epithet of the organism
# Author		party responsible for the formal description of the organism
# CommonName		a common name of the organism
# Comments		comments for this record
# IdentifyingCharacteristics		identifying characteristics
# CommonGroup		a common group to which this organism belongs
# FunctionalGroup		a functional group to which this organism belongs
# Hosts		hosts
# LifeHistory		life history
# Habitat		habitat in which this organism occurs
# GeographicDistribution		geographic distribution of this organism
# Origin		native to North America, or exotic
# Species		a code for identifying this species, unique within the KBS namespace
# Specimen		a code for uniquely identifying this specimen
# StorageLocation		where the specimen is stored; 'photo only' if specimen was photographed but not collected
# Stage_Sex		life history stage and/or sex of the specimen
# Treatment		LTER treatment in which the specimen was encountered
# Replicate		LTER replicate plot (nested within treatment) in which the specimen was encountered
# Collector		person who collected the specimen
# img_src		URL for a digital image of the specimen
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
Order,Family,Genus,SpecificEpithet,Author,CommonName,Comments,IdentifyingCharacteristics,CommonGroup,FunctionalGroup,Hosts,LifeHistory,Habitat,GeographicDistribution,Origin,Species,Specimen,StorageLocation,Stage_Sex,Treatment,Replicate,Collector,img_src
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,3,KBS,adult,T6,R1,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,2,KBS,larva,T6,R1,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,470,unspecified,,T6,R1,,http://lter.kbs.msu.edu/biocollections/insects/xxxx1-26.jpg
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,8,unspecified,,T6,R2,,http://lter.kbs.msu.edu/biocollections/insects/0008-2-21.jpg
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,7,KBS Biocollections(Stack rm. 236),larva,T6,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0007-2-13.jpg
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,5,KBS Biocollections(Stack rm. 236),larva,T6,R2,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,473,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-1-12.jpg
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,466,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-1-6.jpg
Coleoptera,Curculionidae,Polydrusus,sericeus,Schaller,,,"5-7 mm length; black with metallic green scales covering dorsal and ventral surfaces and sparsely covering appendages; legs reddish-brown; snout is shorter and slightly narrower than head, tip slightly notched.",unspecified,herbivore,Salix species,,"foliage of trees, shrubs",NE US and Eurasia,native,polser,91,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,
Coleoptera,Curculionidae,Polydrusus,sericeus,Schaller,,,"5-7 mm length; black with metallic green scales covering dorsal and ventral surfaces and sparsely covering appendages; legs reddish-brown; snout is shorter and slightly narrower than head, tip slightly notched.",unspecified,herbivore,Salix species,,"foliage of trees, shrubs",NE US and Eurasia,native,polser,90,unspecified,,TSF,R1,,http://lter.kbs.msu.edu/biocollections/insects/0090-15-13.jpg
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,461,unspecified,,T5,R3,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-20-14.jpg
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,463,unspecified,,T5,R3,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-19-29.jpg
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,438,unspecified,,T5,R6,,http://lter.kbs.msu.edu/biocollections/insects/990811-29.jpg
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,439,unspecified,,T5,R6,,http://lter.kbs.msu.edu/biocollections/insects/990811-27.jpg
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,357,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,358,KBS Biocollections(Stack rm. 236),adult,,,Jennifer Gage,
Lepidoptera,Danaidae,Danaus,plexippus,Linnaeus,monarch,,"larvae black, yellow, and white striped with three pairs of black filaments near the head; adult is orange with black veins, black margins, and small white marginal spots on all wings; often confused with the Viceroy, but the latter has a black line across the ventral hindwing.",butterflies,"herbivore (larvae), possibly pollinator (adult)",milkweed,"Larvae feed on milkweed. The toxic cardiac glycosides in milkweed are sequestered by the larvae, making larvae and adults poisonous to birds and other potential predators. Adults feed on nectar of milkweed, dogbane, goldenrod and other old field flowers. In August-September, adults migrate south to central Mexico, where they overwinter. The northward return is made in generational steps in which at least one generation is produced mid-migration, and that generation returns to Michigan.",old fields,common throughout US and southern Canada.,native,danple,412,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/990830-20.jpg
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,398,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,399,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,400,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,401,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,402,KBS Biocollections(Stack rm. 236),adult,,,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,404,KBS Biocollections(Stack rm. 236),adult,,,Jennifer Gage,
Homoptera,Dictyopharidae,Dictyopharidae genera,,,,,,unspecified,unspecified,,,,,unspecified,dicspe,403,KBS Biocollections(Stack rm. 236),adult,,,Jennifer Gage,
Coleoptera,Elateridae,Aeolus,dorsalis,Say,,,"elongate-oblong shape; 4-5 mm long; head black; reddish brown legs, pronotum and elytra with black diamond shaped markings on pronotum, scutellum, just above the middle of each elytron, and towards the posterior end of each elytron; covered with fine yellow pubescence.",unspecified,unspecified,,,,,unspecified,aeodor,28,KBS Biocollections(Stack rm. 236),adult,A1 West/East edge,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0028-4-28.jpg
Homoptera,Flatidae,Flatidae genera,,,,,,unspecified,unspecified,,,,,unspecified,flaspe,393,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Dermaptera,Forficulidae,Forficula,auricularia,Linnaeus,European earwig,,,unspecified,herbivore,,,,,unspecified,foraur,258,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Dermaptera,Forficulidae,Forficula,auricularia,Linnaeus,European earwig,,,unspecified,herbivore,,,,,unspecified,foraur,257,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Dermaptera,Forficulidae,Forficula,auricularia,Linnaeus,European earwig,,,unspecified,herbivore,,,,,unspecified,foraur,259,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Grylloptera,Gryllidae,Nemobiinae genera,,,ground crickets,,"dark brown to black; similar to house/field crickets, but smaller.",unspecified,unspecified,,,"pastures, woodlands, roadsides, meadows",,unspecified,nemspe,336,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Grylloptera,Gryllidae,Nemobiinae genera,,,ground crickets,,"dark brown to black; similar to house/field crickets, but smaller.",unspecified,unspecified,,,"pastures, woodlands, roadsides, meadows",,unspecified,nemspe,335,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,345,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,344,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,343,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,338,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,337,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,339,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,340,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,341,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,342,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,347,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,348,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Grylloptera,Gryllidae,Oecanthus,species,,tree crickets,,"slender, pale green or whitish; teeth hind tibiae",unspecified,predator,,Often in trees or shrubs; excellent singers; lay eggs in bark or on stems; feeds on aphids,,widespread throughout U.S.,native,oecspe,346,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Lepidoptera,Hesperiidae,Epargyreus,clarus,Cramer,silver-spotted skipper,,"upper wing surfaces dark brown with yellowish spots on forewing; undersurface of hindwing has a large silver spot; hindwing has a small ""taillike"" projection; this family of buterflies, known as the Skippers have large bodies, somewhat wide heads and large eyes, hooklike projections at the end of their clubbed antennae, and a rapid darting flight.",butterflies,herbivore (larvae) and possibly pollinator(adult),,"larvae feed on leaf tissue of legumes, and hide during the day leaves tied together with silk; adults feed on nectar of a variety of old field and disturbed area flowers. In Michigan, they produce two brood cycles per year, one in mid-May, and another in late September.","open forest, old fields; roadsides and disturbed areas.",,native,epacla,460,unspecified,,T5,R3,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-20-23.jpg
Coleoptera,Lampyridae,Photinus,pyralis,Linnaeus,common eastern firefly,,10-14 mm length; prothorax convex with yellow margins and pinkish central portion with a central black spot; dullish dark brown elytra with pale lines along edges and down suture (midline).,unspecified,predator,,larvae and adults predaceous; larvae and adults produce luminescence;which adults use as a mate recognition signal.,,common throughout eastern North America,native,canspe,468,unspecified,,T6,R3,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-13-8.jpg
Coleoptera,Lampyridae,Photinus,pyralis,Linnaeus,common eastern firefly,,10-14 mm length; prothorax convex with yellow margins and pinkish central portion with a central black spot; dullish dark brown elytra with pale lines along edges and down suture (midline).,unspecified,predator,,larvae and adults predaceous; larvae and adults produce luminescence;which adults use as a mate recognition signal.,,common throughout eastern North America,native,canspe,469,unspecified,,T6,R3,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-13-2.jpg
Odonata,Libellulidae,Celithemis,eponina,Drury,,,,unspecified,predator,,,,,unspecified,celepo,379,KBS Biocollections(Stack rm. 236),adult,T5,R3,Jennifer Gage,
Odonata,Libellulidae,Celithemis,eponina,Drury,,,,unspecified,predator,,,,,unspecified,celepo,378,KBS Biocollections(Stack rm. 236),adult,T7,R5,Jennifer Gage,
Odonata,Libellulidae,Libellula,luctuosa,Burmeister,,,,dragonflies and damselflies,predator,,,,,unspecified,libluc,375,KBS Biocollections(Stack rm. 236),adult,T1,R3,Jennifer Gage,
Odonata,Libellulidae,Libellula,pulchella,Drury,ten spot skimmer,,large bodied; 84-92 mm wingspan; each wing has two white spots and three brown spots;,dragonflies and damselflies,predator,,adults active from April to October.,"ponds, lakes, marshes",widespread throughout Canada and US,unspecified,libpul,376,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Odonata,Libellulidae,Libellula,pulchella,Drury,ten spot skimmer,,large bodied; 84-92 mm wingspan; each wing has two white spots and three brown spots;,dragonflies and damselflies,predator,,adults active from April to October.,"ponds, lakes, marshes",widespread throughout Canada and US,unspecified,libpul,450,unspecified,,T7,R2,,http://lter.kbs.msu.edu/biocollections/insects/990807-14.jpg
Odonata,Libellulidae,Libellula,pulchella,Drury,ten spot skimmer,,large bodied; 84-92 mm wingspan; each wing has two white spots and three brown spots;,dragonflies and damselflies,predator,,adults active from April to October.,"ponds, lakes, marshes",widespread throughout Canada and US,unspecified,libpul,107,KBS Biocollections(Stack rm. 236),adult,T7,R5,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0107-17-12.jpg
Odonata,Libellulidae,Sympetrum,rubicundulum,Say,,,,dragonflies and damselflies,predator,,,,,unspecified,symrub,105,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Puja Batra,
Odonata,Libellulidae,Sympetrum,species,,,,,dragonflies and damselflies,predator,,,,,unspecified,symspe,100,KBS Biocollections(Stack rm. 236),adult,T5,R3,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0100-16-19.jpg
Odonata,Libellulidae,Sympetrum,species,,,,,dragonflies and damselflies,predator,,,,,unspecified,symspe,377,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Odonata,Libellulidae,Tramea,species,,,,,dragonflies and damselflies,predator,,,,,unspecified,traspe,374,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Lepidoptera,Lycaenidae,Lycaena,hyllus,Cramer,bronze copper,,,butterflies,herbivore (larvae),,,,,unspecified,lychyl,368,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeidae genera,,,seed bugs,,,true bugs,herbivore,,,,,unspecified,lygspe,302,KBS Biocollections(Stack rm. 236),adult,T1,R2 (microplot),Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeidae genera,,,seed bugs,,,true bugs,herbivore,,,,,unspecified,lygspe,303,KBS Biocollections(Stack rm. 236),adult,T1,R2 (microplot),Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeidae genera,,,seed bugs,,,true bugs,herbivore,,,,,unspecified,lygspe,318,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeidae genera,,,seed bugs,,,true bugs,herbivore,,,,,unspecified,lygspe,304,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeidae genera,,,seed bugs,,,true bugs,herbivore,,,,,unspecified,lygspe,319,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Heteroptera,Lygaeidae,Lygaeus,kalmii,Stal,small milkweed bug,,"8-10 mm length; oval shaped; head black with red spot; pronotum has red band across base; wings black and red with red forming an ""X"" shape;",true bugs,herbivore,milkweed,"adults can be seen feeding on milkweed flowers and seed pods until frost time, when they seek out shelter under debris or logs where they hibernate.",old fields where milkweed is present,common throughout US,native,lygkal,49,KBS Biocollections(Stack rm. 236),adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0049-7-14.jpg
Heteroptera,Lygaeidae,Lygaeus,kalmii,Stal,small milkweed bug,,"8-10 mm length; oval shaped; head black with red spot; pronotum has red band across base; wings black and red with red forming an ""X"" shape;",true bugs,herbivore,milkweed,"adults can be seen feeding on milkweed flowers and seed pods until frost time, when they seek out shelter under debris or logs where they hibernate.",old fields where milkweed is present,common throughout US,native,lygkal,301,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Mantodea,Mantidae,Mantis,religiosa,Linnaeus,European praying mantis,,50 mm length; slow-moving; one of the only insect families whose members can move their heads freely; pale green body with large raptorial front legs that are held together as if praying while sitting waiting to catch prey.,unspecified,predator,,"These predators are often used as a biological control agent.  However, they often devour other beneficial insects and cannot keep up with the rapid population growth of damaging herbivores.",,"This species was introduced from Europe into upstate NY almost one century ago, and is now widespread across the eastern states of the US.",exotic,manrel,261,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Mantodea,Mantidae,Mantis,religiosa,Linnaeus,European praying mantis,,50 mm length; slow-moving; one of the only insect families whose members can move their heads freely; pale green body with large raptorial front legs that are held together as if praying while sitting waiting to catch prey.,unspecified,predator,,"These predators are often used as a biological control agent.  However, they often devour other beneficial insects and cannot keep up with the rapid population growth of damaging herbivores.",,"This species was introduced from Europe into upstate NY almost one century ago, and is now widespread across the eastern states of the US.",exotic,manrel,447,unspecified,,T5,R5,,http://lter.kbs.msu.edu/biocollections/insects/990807-26.jpg
Mantodea,Mantidae,Mantis,religiosa,Linnaeus,European praying mantis,,50 mm length; slow-moving; one of the only insect families whose members can move their heads freely; pale green body with large raptorial front legs that are held together as if praying while sitting waiting to catch prey.,unspecified,predator,,"These predators are often used as a biological control agent.  However, they often devour other beneficial insects and cannot keep up with the rapid population growth of damaging herbivores.",,"This species was introduced from Europe into upstate NY almost one century ago, and is now widespread across the eastern states of the US.",exotic,manrel,260,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,118,KBS Biocollections(Stack rm. 236),adult,T5,R3,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0118-20-3.jpg
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,117,KBS Biocollections(Stack rm. 236),adult,T5,R3,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0117-19-35.jpg
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,256,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,420,unspecified,,T5,R5,,http://lter.kbs.msu.edu/biocollections/insects/990825-11.jpg
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,253,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,254,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,252,KBS Biocollections(Stack rm. 236),adult,T7,R6,Jennifer Gage,
Coleoptera,Meloidae,Epicauta,pennsylvanica,DeGeer,black blister beetle,,,unspecified,pollinator,,,,,unspecified,epipen,255,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Homoptera,Membracidae,Membracidae genera,,,treehopper,,,unspecified,herbivore,,,,,unspecified,memspe,390,KBS Biocollections(Stack rm. 236),adult,T5,R2,Jennifer Gage,
Homoptera,Membracidae,Membracidae genera,,,treehopper,,,unspecified,herbivore,,,,,unspecified,memspe,391,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
